"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1354,14 Dec 2019 01:42:06.802,14 Dec 2019 02:14:32.348,1945.546
1355,14 Dec 2019 04:03:09.266,14 Dec 2019 04:35:40.859,1951.593
1356,14 Dec 2019 06:25:35.599,14 Dec 2019 06:58:05.333,1949.734
1357,14 Dec 2019 08:46:17.154,14 Dec 2019 09:18:27.080,1929.926
1358,14 Dec 2019 11:06:27.636,14 Dec 2019 11:33:42.668,1635.031
1359,14 Dec 2019 21:43:46.714,14 Dec 2019 22:01:05.519,1038.806
1360,14 Dec 2019 23:53:24.588,15 Dec 2019 00:23:21.609,1797.022
1361,15 Dec 2019 02:10:41.633,15 Dec 2019 02:43:28.893,1967.260
1362,15 Dec 2019 04:32:38.565,15 Dec 2019 05:05:03.362,1944.798
1363,15 Dec 2019 06:54:46.163,15 Dec 2019 07:27:23.537,1957.374
1364,15 Dec 2019 09:15:06.609,15 Dec 2019 09:46:39.411,1892.802
1365,15 Dec 2019 11:35:42.225,15 Dec 2019 12:00:07.047,1464.822
1366,15 Dec 2019 22:09:16.270,15 Dec 2019 22:31:11.779,1315.509
1367,16 Dec 2019 00:21:13.514,16 Dec 2019 00:52:12.170,1858.656
1368,16 Dec 2019 02:39:52.292,16 Dec 2019 03:12:32.733,1960.441
1369,16 Dec 2019 05:02:07.010,16 Dec 2019 05:34:21.601,1934.591
1370,16 Dec 2019 07:23:49.243,16 Dec 2019 07:56:34.171,1964.929
1371,16 Dec 2019 09:43:55.929,16 Dec 2019 10:15:01.035,1865.107
1372,16 Dec 2019 12:05:23.631,16 Dec 2019 12:26:13.358,1249.728
1373,16 Dec 2019 22:35:09.412,16 Dec 2019 23:00:39.958,1530.546
1374,17 Dec 2019 00:49:18.751,17 Dec 2019 01:21:05.962,1907.211
1375,17 Dec 2019 03:09:00.810,17 Dec 2019 03:41:43.780,1962.971
1376,17 Dec 2019 05:31:31.261,17 Dec 2019 06:03:38.720,1927.459
1377,17 Dec 2019 07:52:46.448,17 Dec 2019 08:25:33.717,1967.269
1378,17 Dec 2019 10:12:47.797,17 Dec 2019 10:42:38.075,1790.278
1379,17 Dec 2019 12:36:07.047,17 Dec 2019 12:50:32.393,865.347
1380,17 Dec 2019 23:01:38.492,17 Dec 2019 23:29:48.354,1689.862
1381,18 Dec 2019 01:17:28.468,18 Dec 2019 01:49:56.329,1947.861
1382,18 Dec 2019 03:38:20.999,18 Dec 2019 04:10:54.927,1953.928
1383,18 Dec 2019 06:00:50.789,18 Dec 2019 06:33:13.556,1942.767
1384,18 Dec 2019 08:21:39.138,18 Dec 2019 08:53:59.728,1940.590
1385,18 Dec 2019 10:41:45.861,18 Dec 2019 11:09:36.349,1670.488
1386,18 Dec 2019 21:20:36.586,18 Dec 2019 21:35:56.491,919.905
1387,18 Dec 2019 23:29:09.020,18 Dec 2019 23:58:42.589,1773.568
1388,19 Dec 2019 01:46:05.476,19 Dec 2019 02:18:48.593,1963.117
1389,19 Dec 2019 04:07:49.830,19 Dec 2019 04:40:16.333,1946.503
1390,19 Dec 2019 06:30:03.614,19 Dec 2019 07:02:39.200,1955.586
1391,19 Dec 2019 08:50:29.018,19 Dec 2019 09:22:11.820,1902.801
1392,19 Dec 2019 11:10:55.763,19 Dec 2019 11:36:13.531,1517.769
1393,19 Dec 2019 21:45:23.130,19 Dec 2019 22:06:22.197,1259.067
1394,19 Dec 2019 23:56:47.681,20 Dec 2019 00:27:34.624,1846.943
1395,20 Dec 2019 02:15:07.458,20 Dec 2019 02:47:51.738,1964.280
1396,20 Dec 2019 04:37:19.175,20 Dec 2019 05:09:34.920,1935.745
1397,20 Dec 2019 06:59:08.466,20 Dec 2019 07:31:50.911,1962.445
1398,20 Dec 2019 09:19:18.137,20 Dec 2019 09:50:32.760,1874.623
1399,20 Dec 2019 11:40:27.902,20 Dec 2019 12:02:21.798,1313.896
1400,20 Dec 2019 22:11:26.166,20 Dec 2019 22:35:52.615,1466.450
1401,21 Dec 2019 00:24:52.229,21 Dec 2019 00:56:26.402,1894.173
1402,21 Dec 2019 02:44:15.191,21 Dec 2019 03:16:57.675,1962.484
1403,21 Dec 2019 05:06:44.453,21 Dec 2019 05:38:53.653,1929.200
1404,21 Dec 2019 07:28:07.150,21 Dec 2019 08:00:55.309,1968.159
1405,21 Dec 2019 09:48:09.004,21 Dec 2019 10:18:22.991,1813.987
1406,21 Dec 2019 12:10:48.164,21 Dec 2019 12:27:35.728,1007.564
1407,21 Dec 2019 22:37:25.961,21 Dec 2019 23:05:09.128,1663.168
1408,22 Dec 2019 00:53:00.458,22 Dec 2019 01:25:20.865,1940.407
1409,22 Dec 2019 03:13:33.202,22 Dec 2019 03:46:12.305,1959.104
1410,22 Dec 2019 05:36:05.496,22 Dec 2019 06:08:21.327,1935.831
1411,22 Dec 2019 07:57:00.913,22 Dec 2019 08:29:33.781,1952.868
1412,22 Dec 2019 10:17:04.938,22 Dec 2019 10:45:26.887,1701.949
1413,22 Dec 2019 12:44:51.499,22 Dec 2019 12:48:20.067,208.568
1414,22 Dec 2019 20:57:44.557,22 Dec 2019 21:10:33.216,768.660
1415,22 Dec 2019 23:04:51.397,22 Dec 2019 23:34:02.959,1751.562
1416,23 Dec 2019 01:21:30.083,23 Dec 2019 01:54:09.873,1959.790
1417,23 Dec 2019 03:43:01.211,23 Dec 2019 04:15:29.699,1948.488
1418,23 Dec 2019 06:05:20.465,23 Dec 2019 06:37:54.161,1953.696
1419,23 Dec 2019 08:25:51.369,23 Dec 2019 08:57:44.385,1913.016
1420,23 Dec 2019 10:46:10.873,23 Dec 2019 11:12:12.759,1561.886
1421,23 Dec 2019 21:21:29.742,23 Dec 2019 21:41:24.392,1194.650
1422,23 Dec 2019 23:32:25.028,24 Dec 2019 00:02:56.778,1831.750
1423,24 Dec 2019 01:50:21.107,24 Dec 2019 02:23:11.027,1969.920
1424,24 Dec 2019 04:12:31.028,24 Dec 2019 04:44:51.991,1940.964
1425,24 Dec 2019 06:34:27.231,24 Dec 2019 07:07:07.496,1960.266
1426,24 Dec 2019 08:54:40.474,24 Dec 2019 09:26:03.092,1882.618
1427,24 Dec 2019 11:15:35.432,24 Dec 2019 11:38:29.716,1374.284
1428,24 Dec 2019 21:47:34.242,24 Dec 2019 22:11:05.936,1411.695
1429,25 Dec 2019 00:00:22.884,25 Dec 2019 00:31:47.199,1884.315
1430,25 Dec 2019 02:19:33.366,25 Dec 2019 02:52:13.448,1960.082
1431,25 Dec 2019 04:41:57.430,25 Dec 2019 05:14:04.101,1926.672
1432,25 Dec 2019 07:03:27.485,25 Dec 2019 07:36:15.279,1967.794
1433,25 Dec 2019 09:23:30.575,25 Dec 2019 09:54:10.298,1839.723
1434,25 Dec 2019 11:45:37.950,25 Dec 2019 12:04:04.632,1106.681
1435,25 Dec 2019 22:13:24.474,25 Dec 2019 22:40:27.695,1623.221
1436,26 Dec 2019 00:28:32.868,26 Dec 2019 01:00:42.113,1929.245
1437,26 Dec 2019 02:48:45.815,26 Dec 2019 03:21:26.915,1961.100
1438,26 Dec 2019 05:11:19.754,26 Dec 2019 05:43:26.354,1926.600
1439,26 Dec 2019 07:32:22.440,26 Dec 2019 08:05:04.691,1962.251
1440,26 Dec 2019 09:52:24.733,26 Dec 2019 10:21:18.656,1733.923
1441,26 Dec 2019 12:17:30.453,26 Dec 2019 12:26:58.349,567.895
1442,26 Dec 2019 20:35:08.603,26 Dec 2019 20:44:44.544,575.941
1443,26 Dec 2019 22:40:30.889,26 Dec 2019 23:09:24.250,1733.361
1444,27 Dec 2019 00:56:59.538,27 Dec 2019 01:29:30.223,1950.685
1445,27 Dec 2019 03:18:12.713,27 Dec 2019 03:50:43.792,1951.078
1446,27 Dec 2019 05:40:36.509,27 Dec 2019 06:13:08.484,1951.975
1447,27 Dec 2019 08:01:13.616,27 Dec 2019 08:33:15.977,1922.361
1448,27 Dec 2019 10:21:27.312,27 Dec 2019 10:48:16.191,1608.880
1449,27 Dec 2019 20:57:52.566,27 Dec 2019 21:16:22.025,1109.460
1450,27 Dec 2019 23:08:07.451,27 Dec 2019 23:38:18.560,1811.110
1451,28 Dec 2019 01:25:37.495,28 Dec 2019 01:58:28.488,1970.993
1452,28 Dec 2019 03:47:42.514,28 Dec 2019 04:20:05.656,1943.142
1453,28 Dec 2019 06:09:45.519,28 Dec 2019 06:42:23.953,1958.434
1454,28 Dec 2019 08:30:02.871,28 Dec 2019 09:01:31.667,1888.796
1455,28 Dec 2019 10:50:45.580,28 Dec 2019 11:14:31.969,1426.389
1456,28 Dec 2019 21:23:42.770,28 Dec 2019 21:46:16.032,1353.263
1457,28 Dec 2019 23:35:59.186,29 Dec 2019 00:07:08.295,1869.109
1458,29 Dec 2019 01:54:49.420,29 Dec 2019 02:27:31.519,1962.099
1459,29 Dec 2019 04:17:10.083,29 Dec 2019 04:49:19.474,1929.391
1460,29 Dec 2019 06:38:47.427,29 Dec 2019 07:11:33.747,1966.320
1461,29 Dec 2019 08:58:52.439,29 Dec 2019 09:29:49.571,1857.132
1462,29 Dec 2019 11:20:34.528,29 Dec 2019 11:40:20.019,1185.491
1463,29 Dec 2019 21:49:32.204,29 Dec 2019 22:15:45.243,1573.039
1464,30 Dec 2019 00:04:05.763,30 Dec 2019 00:36:03.594,1917.831
1465,30 Dec 2019 02:23:58.918,30 Dec 2019 02:56:42.411,1963.492
1466,30 Dec 2019 04:46:33.594,30 Dec 2019 05:18:42.813,1929.218
1467,30 Dec 2019 07:07:43.688,30 Dec 2019 07:40:29.760,1966.072
1468,30 Dec 2019 09:27:45.136,30 Dec 2019 09:57:14.726,1769.590
1469,30 Dec 2019 11:51:38.934,30 Dec 2019 12:04:18.990,760.056
1470,30 Dec 2019 22:16:17.306,30 Dec 2019 22:44:45.544,1708.237
1471,31 Dec 2019 00:32:24.172,31 Dec 2019 01:04:51.014,1946.842
1472,31 Dec 2019 02:53:25.254,31 Dec 2019 03:25:56.240,1950.986
1473,31 Dec 2019 05:15:52.028,31 Dec 2019 05:48:19.787,1947.759
1474,31 Dec 2019 07:36:35.721,31 Dec 2019 08:08:48.650,1932.929
1475,31 Dec 2019 09:56:44.874,31 Dec 2019 10:24:10.920,1646.045
1476,31 Dec 2019 20:34:31.101,31 Dec 2019 20:51:19.111,1008.010
1477,31 Dec 2019 22:43:50.897,31 Dec 2019 23:13:39.895,1788.999
1478,1 Jan 2020 01:01:00.730,1 Jan 2020 01:33:46.659,1965.929
1479,1 Jan 2020 03:22:53.645,1 Jan 2020 03:55:18.985,1945.340
1480,1 Jan 2020 05:45:03.312,1 Jan 2020 06:17:40.142,1956.830
1481,1 Jan 2020 08:05:25.295,1 Jan 2020 08:37:01.702,1896.407
1482,1 Jan 2020 10:25:57.873,1 Jan 2020 10:50:41.854,1483.980
1483,1 Jan 2020 20:59:49.818,1 Jan 2020 21:21:27.323,1297.504
1484,1 Jan 2020 23:11:36.559,1 Jan 2020 23:42:30.899,1854.340
1485,2 Jan 2020 01:30:09.177,2 Jan 2020 02:02:50.376,1961.199
1486,2 Jan 2020 03:52:22.443,2 Jan 2020 04:24:38.074,1935.630
1487,2 Jan 2020 06:14:06.950,2 Jan 2020 06:46:51.142,1964.192
1488,2 Jan 2020 08:34:14.529,2 Jan 2020 09:05:22.996,1868.467
1489,2 Jan 2020 10:55:36.096,2 Jan 2020 11:16:46.863,1270.767
1490,2 Jan 2020 21:25:44.223,2 Jan 2020 21:50:53.848,1509.626
1491,2 Jan 2020 23:39:41.835,3 Jan 2020 00:11:23.973,1902.139
1492,3 Jan 2020 01:59:16.257,3 Jan 2020 02:32:00.535,1964.279
1493,3 Jan 2020 04:21:47.029,3 Jan 2020 04:53:53.621,1926.591
1494,3 Jan 2020 06:43:04.623,3 Jan 2020 07:15:52.337,1967.714
1495,3 Jan 2020 09:03:06.048,3 Jan 2020 09:33:03.301,1797.252
1496,3 Jan 2020 11:26:11.468,3 Jan 2020 11:41:32.416,920.948
1497,3 Jan 2020 21:52:04.665,3 Jan 2020 22:20:06.555,1681.889
1498,4 Jan 2020 00:07:50.472,4 Jan 2020 00:40:15.759,1945.287
1499,4 Jan 2020 02:28:36.374,4 Jan 2020 03:01:11.857,1955.482
1500,4 Jan 2020 04:51:07.055,4 Jan 2020 05:23:29.132,1942.077
1501,4 Jan 2020 07:11:57.642,4 Jan 2020 07:44:22.359,1944.717
1502,4 Jan 2020 09:32:03.388,4 Jan 2020 10:00:04.501,1681.112
1503,4 Jan 2020 20:11:27.292,4 Jan 2020 20:26:00.883,873.592
1504,4 Jan 2020 22:19:34.741,4 Jan 2020 22:49:00.693,1765.952
1505,5 Jan 2020 00:36:24.836,5 Jan 2020 01:09:06.884,1962.048
1506,5 Jan 2020 02:58:04.980,5 Jan 2020 03:30:32.060,1947.080
1507,5 Jan 2020 05:20:20.606,5 Jan 2020 05:52:55.575,1954.968
1508,5 Jan 2020 07:40:47.691,5 Jan 2020 08:12:33.504,1905.813
1509,5 Jan 2020 10:01:11.947,5 Jan 2020 10:26:44.405,1532.458
1510,5 Jan 2020 20:35:55.204,5 Jan 2020 20:56:34.863,1239.659
1511,5 Jan 2020 22:47:10.817,5 Jan 2020 23:17:53.263,1842.446
1512,6 Jan 2020 01:05:23.551,6 Jan 2020 01:38:09.373,1965.822
1513,6 Jan 2020 03:27:34.466,6 Jan 2020 03:59:53.356,1938.890
1514,6 Jan 2020 05:49:26.029,6 Jan 2020 06:22:07.583,1961.554
1515,6 Jan 2020 08:09:36.783,6 Jan 2020 08:40:53.892,1877.109
1516,6 Jan 2020 10:30:41.496,6 Jan 2020 10:52:55.111,1333.615
1517,6 Jan 2020 21:01:59.100,6 Jan 2020 21:26:08.924,1449.824
1518,6 Jan 2020 23:15:13.430,6 Jan 2020 23:46:44.526,1891.096
1519,7 Jan 2020 01:34:33.822,7 Jan 2020 02:07:12.016,1958.195
1520,7 Jan 2020 03:57:00.145,7 Jan 2020 04:29:10.112,1929.967
1521,7 Jan 2020 06:18:25.211,7 Jan 2020 06:51:13.586,1968.375
1522,7 Jan 2020 08:38:27.380,7 Jan 2020 09:08:50.342,1822.962
1523,7 Jan 2020 11:00:55.501,7 Jan 2020 11:18:16.003,1040.501
1524,7 Jan 2020 21:27:54.082,7 Jan 2020 21:55:26.763,1652.681
1525,7 Jan 2020 23:43:22.554,8 Jan 2020 00:15:39.145,1936.591
1526,8 Jan 2020 02:03:48.700,8 Jan 2020 02:36:29.412,1960.712
1527,8 Jan 2020 04:26:21.623,8 Jan 2020 04:58:33.623,1932.000
1528,8 Jan 2020 06:47:19.342,8 Jan 2020 07:19:55.685,1956.343
1529,8 Jan 2020 09:07:22.708,8 Jan 2020 09:35:54.698,1711.990
1530,8 Jan 2020 11:33:52.363,8 Jan 2020 11:40:09.400,377.037
1531,8 Jan 2020 19:48:39.486,8 Jan 2020 20:00:26.445,706.959
1532,8 Jan 2020 21:55:14.484,8 Jan 2020 22:24:21.157,1746.673
1533,9 Jan 2020 00:11:49.268,9 Jan 2020 00:44:28.253,1958.985
1534,9 Jan 2020 02:33:16.385,9 Jan 2020 03:05:45.660,1949.276
1535,9 Jan 2020 04:55:37.196,9 Jan 2020 05:28:10.315,1953.119
1536,9 Jan 2020 07:16:10.013,9 Jan 2020 07:48:05.788,1915.775
1537,9 Jan 2020 09:36:27.506,9 Jan 2020 10:02:44.259,1576.753
1538,9 Jan 2020 20:12:04.777,9 Jan 2020 20:31:35.254,1170.477
1539,9 Jan 2020 22:22:50.822,9 Jan 2020 22:53:15.306,1824.484
1540,10 Jan 2020 00:40:36.777,10 Jan 2020 01:13:28.798,1972.021
1541,10 Jan 2020 03:02:46.356,10 Jan 2020 03:35:08.945,1942.589
1542,10 Jan 2020 05:24:44.643,10 Jan 2020 05:57:24.286,1959.643
1543,10 Jan 2020 07:44:59.144,10 Jan 2020 08:16:24.176,1885.032
1544,10 Jan 2020 10:05:49.923,10 Jan 2020 10:29:01.992,1392.069
1545,10 Jan 2020 20:38:07.139,10 Jan 2020 21:01:20.632,1393.493
1546,10 Jan 2020 22:50:45.784,10 Jan 2020 23:22:05.427,1879.642
1547,11 Jan 2020 01:09:48.910,11 Jan 2020 01:42:31.243,1962.333
1548,11 Jan 2020 03:32:13.025,11 Jan 2020 04:04:20.223,1927.197
1549,11 Jan 2020 05:53:45.423,11 Jan 2020 06:26:32.835,1967.411
1550,11 Jan 2020 08:13:49.053,11 Jan 2020 08:44:35.882,1846.829
1551,11 Jan 2020 10:35:47.717,11 Jan 2020 10:54:44.581,1136.864
1552,11 Jan 2020 21:03:56.983,11 Jan 2020 21:30:44.934,1607.951
1553,11 Jan 2020 23:18:54.765,11 Jan 2020 23:51:00.476,1925.711
1554,12 Jan 2020 01:39:01.463,12 Jan 2020 02:11:42.859,1961.397
1555,12 Jan 2020 04:01:35.740,12 Jan 2020 04:33:41.031,1925.291
1556,12 Jan 2020 06:22:40.784,12 Jan 2020 06:55:24.978,1964.194
1557,12 Jan 2020 08:42:42.710,12 Jan 2020 09:11:48.262,1745.552
1558,12 Jan 2020 11:07:21.462,12 Jan 2020 11:18:00.080,638.618
1559,12 Jan 2020 19:26:15.516,12 Jan 2020 19:34:31.822,496.306
1560,12 Jan 2020 21:30:55.463,12 Jan 2020 21:59:42.607,1727.144
1561,12 Jan 2020 23:47:20.962,13 Jan 2020 00:19:48.129,1947.167
1562,13 Jan 2020 02:08:27.941,13 Jan 2020 02:40:59.351,1951.410
1563,13 Jan 2020 04:30:53.045,13 Jan 2020 05:03:23.928,1950.883
1564,13 Jan 2020 06:51:32.219,13 Jan 2020 07:23:38.308,1926.089
1565,13 Jan 2020 09:11:44.326,13 Jan 2020 09:38:47.646,1623.320
1566,13 Jan 2020 19:48:34.287,13 Jan 2020 20:06:28.856,1074.568
1567,13 Jan 2020 21:58:32.127,13 Jan 2020 22:28:36.956,1804.829
1568,14 Jan 2020 00:15:56.313,14 Jan 2020 00:48:45.284,1968.971
1569,14 Jan 2020 02:37:57.583,14 Jan 2020 03:10:21.707,1944.124
1570,14 Jan 2020 05:00:02.777,14 Jan 2020 05:32:40.728,1957.951
1571,14 Jan 2020 07:20:21.559,14 Jan 2020 07:51:51.512,1889.953
1572,14 Jan 2020 09:41:00.800,14 Jan 2020 10:05:04.385,1443.585
1573,14 Jan 2020 20:14:15.718,14 Jan 2020 20:36:30.745,1335.027
1574,14 Jan 2020 22:26:22.910,14 Jan 2020 22:57:27.057,1864.147
1575,15 Jan 2020 00:45:07.994,15 Jan 2020 01:17:48.921,1960.927
1576,15 Jan 2020 03:07:25.580,15 Jan 2020 03:39:37.795,1932.215
1577,15 Jan 2020 05:29:05.235,15 Jan 2020 06:01:50.933,1965.698
1578,15 Jan 2020 07:49:10.997,15 Jan 2020 08:20:12.030,1861.033
1579,15 Jan 2020 10:10:46.052,15 Jan 2020 10:31:01.042,1214.990
1580,15 Jan 2020 20:40:06.741,15 Jan 2020 21:05:59.898,1553.156
1581,15 Jan 2020 22:54:28.765,15 Jan 2020 23:26:21.727,1912.963
1582,16 Jan 2020 01:14:17.724,16 Jan 2020 01:47:00.079,1962.356
1583,16 Jan 2020 03:36:49.445,16 Jan 2020 04:08:58.521,1929.076
1584,16 Jan 2020 05:58:01.936,16 Jan 2020 06:30:48.615,1966.679
1585,16 Jan 2020 08:18:03.287,16 Jan 2020 08:47:43.594,1780.307
1586,16 Jan 2020 10:41:39.793,16 Jan 2020 10:55:04.263,804.469
1587,16 Jan 2020 21:06:44.843,16 Jan 2020 21:35:03.820,1698.977
1588,16 Jan 2020 23:22:41.688,16 Jan 2020 23:55:10.447,1948.759
1589,17 Jan 2020 01:43:40.446,17 Jan 2020 02:16:12.178,1951.732
1590,17 Jan 2020 04:06:08.398,17 Jan 2020 04:38:33.497,1945.099
1591,17 Jan 2020 06:26:54.270,17 Jan 2020 06:59:10.283,1936.013
1592,17 Jan 2020 08:47:02.211,17 Jan 2020 09:14:39.938,1657.727
1593,17 Jan 2020 19:25:17.888,17 Jan 2020 19:41:28.592,970.704
1594,17 Jan 2020 21:34:16.384,17 Jan 2020 22:03:58.129,1781.746
1595,17 Jan 2020 23:51:20.126,18 Jan 2020 00:24:04.462,1964.336
1596,18 Jan 2020 02:13:08.770,18 Jan 2020 02:45:34.646,1945.876
1597,18 Jan 2020 04:35:20.420,18 Jan 2020 05:07:56.669,1956.249
1598,18 Jan 2020 06:55:43.979,18 Jan 2020 07:27:23.708,1899.729
1599,18 Jan 2020 09:16:13.705,18 Jan 2020 09:41:14.730,1501.024
1600,18 Jan 2020 19:50:23.268,18 Jan 2020 20:11:42.692,1279.424
1601,18 Jan 2020 22:01:58.841,18 Jan 2020 22:32:49.603,1850.762
1602,19 Jan 2020 00:20:25.233,19 Jan 2020 00:53:07.925,1962.692
1603,19 Jan 2020 02:42:37.857,19 Jan 2020 03:14:52.221,1934.364
1604,19 Jan 2020 05:04:24.618,19 Jan 2020 05:37:08.016,1963.397
1605,19 Jan 2020 07:24:33.147,19 Jan 2020 07:55:44.795,1871.648
1606,19 Jan 2020 09:45:48.954,19 Jan 2020 10:07:21.058,1292.104
1607,19 Jan 2020 20:16:20.390,19 Jan 2020 20:41:10.087,1489.697
1608,19 Jan 2020 22:30:04.125,19 Jan 2020 23:01:42.022,1897.896
1609,20 Jan 2020 00:49:31.884,20 Jan 2020 01:22:17.348,1965.463
1610,20 Jan 2020 03:12:02.764,20 Jan 2020 03:44:10.453,1927.689
1611,20 Jan 2020 05:33:22.763,20 Jan 2020 06:06:10.800,1968.037
1612,20 Jan 2020 07:53:24.343,20 Jan 2020 08:23:28.915,1804.572
1613,20 Jan 2020 10:16:16.919,20 Jan 2020 10:32:25.046,968.128
1614,20 Jan 2020 20:42:31.745,20 Jan 2020 21:10:24.721,1672.977
1615,20 Jan 2020 22:58:11.437,20 Jan 2020 23:30:35.186,1943.749
1616,21 Jan 2020 01:18:51.788,21 Jan 2020 01:51:29.016,1957.228
1617,21 Jan 2020 03:41:23.282,21 Jan 2020 04:13:42.675,1939.393
1618,21 Jan 2020 06:02:16.124,21 Jan 2020 06:34:44.822,1948.698
1619,21 Jan 2020 08:22:20.998,21 Jan 2020 08:50:31.508,1690.510
1620,21 Jan 2020 19:02:20.265,21 Jan 2020 19:16:08.038,827.773
1621,21 Jan 2020 21:09:59.657,21 Jan 2020 21:39:18.730,1759.073
1622,21 Jan 2020 23:26:44.305,21 Jan 2020 23:59:25.203,1960.899
1623,22 Jan 2020 01:48:20.128,22 Jan 2020 02:20:47.826,1947.698
1624,22 Jan 2020 04:10:37.511,22 Jan 2020 04:43:11.874,1954.363
1625,22 Jan 2020 06:31:06.356,22 Jan 2020 07:02:55.597,1909.241
1626,22 Jan 2020 08:51:28.279,22 Jan 2020 09:17:14.520,1546.240
1627,22 Jan 2020 19:26:27.905,22 Jan 2020 19:46:47.119,1219.214
1628,22 Jan 2020 21:37:34.064,22 Jan 2020 22:08:11.870,1837.806
1629,22 Jan 2020 23:55:39.302,23 Jan 2020 00:28:27.054,1967.752
1630,23 Jan 2020 02:17:49.767,23 Jan 2020 02:50:09.441,1939.674
1631,23 Jan 2020 04:39:43.550,23 Jan 2020 05:12:24.495,1960.945
1632,23 Jan 2020 06:59:55.441,23 Jan 2020 07:31:15.161,1879.721
1633,23 Jan 2020 09:20:55.396,23 Jan 2020 09:43:28.462,1353.066
1634,23 Jan 2020 19:52:31.914,23 Jan 2020 20:16:25.094,1433.180
1635,23 Jan 2020 22:05:34.489,23 Jan 2020 22:37:02.692,1888.203
1636,24 Jan 2020 00:24:50.912,24 Jan 2020 00:57:29.185,1958.274
1637,24 Jan 2020 02:47:15.818,24 Jan 2020 03:19:25.459,1929.641
1638,24 Jan 2020 05:08:43.234,24 Jan 2020 05:41:31.375,1968.141
1639,24 Jan 2020 07:28:45.792,24 Jan 2020 07:59:16.414,1830.622
1640,24 Jan 2020 09:51:03.713,24 Jan 2020 10:08:56.432,1072.719
1641,24 Jan 2020 20:18:24.525,24 Jan 2020 20:45:44.182,1639.657
1642,24 Jan 2020 22:33:44.353,24 Jan 2020 23:05:57.459,1933.106
1643,25 Jan 2020 00:54:04.245,25 Jan 2020 01:26:45.634,1961.389
1644,25 Jan 2020 03:16:37.698,25 Jan 2020 03:48:46.864,1929.165
1645,25 Jan 2020 05:37:37.746,25 Jan 2020 06:10:17.093,1959.347
1646,25 Jan 2020 07:57:40.549,25 Jan 2020 08:26:22.279,1721.730
1647,25 Jan 2020 10:23:23.924,25 Jan 2020 10:31:31.297,487.373
1648,25 Jan 2020 18:39:36.124,25 Jan 2020 18:50:25.953,649.829
1649,25 Jan 2020 20:45:38.861,25 Jan 2020 21:14:39.555,1740.694
1650,25 Jan 2020 23:02:10.375,25 Jan 2020 23:34:46.102,1955.727
1651,26 Jan 2020 01:23:31.579,26 Jan 2020 01:56:01.678,1950.099
1652,26 Jan 2020 03:45:53.836,26 Jan 2020 04:18:26.414,1952.578
1653,26 Jan 2020 06:06:28.646,26 Jan 2020 06:38:27.150,1918.504
1654,26 Jan 2020 08:26:44.268,26 Jan 2020 08:53:17.456,1593.187
1655,26 Jan 2020 19:02:42.615,26 Jan 2020 19:21:45.825,1143.210
1656,26 Jan 2020 21:13:15.730,26 Jan 2020 21:43:33.798,1818.068
1657,26 Jan 2020 23:30:53.275,27 Jan 2020 00:03:45.639,1972.364
1658,27 Jan 2020 01:53:01.502,27 Jan 2020 02:25:24.219,1942.718
1659,27 Jan 2020 04:15:02.014,27 Jan 2020 04:47:41.044,1959.031
1660,27 Jan 2020 06:35:17.825,27 Jan 2020 07:06:44.923,1887.098
1661,27 Jan 2020 08:56:04.665,27 Jan 2020 09:19:32.901,1408.235
1662,27 Jan 2020 19:28:40.098,27 Jan 2020 19:51:35.200,1375.103
1663,27 Jan 2020 21:41:08.995,27 Jan 2020 22:12:23.691,1874.696
1664,28 Jan 2020 00:00:05.307,28 Jan 2020 00:32:48.267,1962.960
1665,28 Jan 2020 02:22:28.595,28 Jan 2020 02:54:36.955,1928.360
1666,28 Jan 2020 04:44:03.327,28 Jan 2020 05:16:50.261,1966.933
1667,28 Jan 2020 07:04:07.560,28 Jan 2020 07:35:00.033,1852.472
1668,28 Jan 2020 09:25:58.107,28 Jan 2020 09:45:18.522,1160.415
1669,28 Jan 2020 19:54:30.027,28 Jan 2020 20:21:02.069,1592.042
1670,28 Jan 2020 22:09:16.672,28 Jan 2020 22:41:18.864,1922.192
1671,29 Jan 2020 00:29:17.165,29 Jan 2020 01:01:59.261,1962.097
1672,29 Jan 2020 02:51:51.683,29 Jan 2020 03:23:58.724,1927.042
1673,29 Jan 2020 05:12:59.100,29 Jan 2020 05:45:44.393,1965.293
1674,29 Jan 2020 07:33:00.748,29 Jan 2020 08:02:18.507,1757.760
1675,29 Jan 2020 09:57:16.646,29 Jan 2020 10:08:52.252,695.606
1676,29 Jan 2020 18:19:39.015,29 Jan 2020 18:24:11.974,272.959
1677,29 Jan 2020 20:21:21.757,29 Jan 2020 20:50:00.936,1719.179
1678,29 Jan 2020 22:37:40.591,29 Jan 2020 23:10:06.074,1945.483
1679,30 Jan 2020 00:58:43.316,30 Jan 2020 01:31:14.909,1951.593
1680,30 Jan 2020 03:21:09.521,30 Jan 2020 03:53:39.371,1949.850
1681,30 Jan 2020 05:41:50.808,30 Jan 2020 06:14:00.344,1929.536
1682,30 Jan 2020 08:02:01.451,30 Jan 2020 08:29:15.229,1633.778
1683,30 Jan 2020 18:39:17.212,30 Jan 2020 18:56:39.784,1042.572
1684,30 Jan 2020 20:48:57.347,30 Jan 2020 21:18:55.307,1797.960
1685,30 Jan 2020 23:06:15.237,30 Jan 2020 23:39:02.650,1967.413
